,doc_id,text,country,year,coding,difficult
LBY_47_1992.txt.49,LBY_47_1992.txt.49,"When the  States concerned referred the matter to the Security Council, which adopted  resolution 731 (1992) calling upon Libya to cooperate, my country, in letters  to the United Nations Secretary-General, expressed its acceptance of the  resolution and proposed a series of initiatives to implement it.",LBY,1992,security,1
LBY_47_1992.txt.50,LBY_47_1992.txt.50,"Throughout,  my country has been motivated by a desire to reach a settlement that would  guarantee the rights of all parties and spare the region the dangers of    tension and instability.",LBY,1992,security,0
LBY_47_1992.txt.51,LBY_47_1992.txt.51,"However, the Libyan initiatives concerning the  implementation of the provisions of the resolution met the same fate as  earlier ones, for the countries concerned rushed to the Security Council to  seek adoption of another resolution imposing unjust sanctions against the  small, peaceful Libyan people, without any legal basis or moral  justification.",LBY,1992,security,0
LBY_47_1992.txt.52,LBY_47_1992.txt.52,"That action completely ignored my country's declared  commitment to effective cooperation in the implementation of Security Council  resolution 731 (1992), as set out clearly in document S/23917 of 14 May 1992.",LBY,1992,security,1
LBY_47_1992.txt.53,LBY_47_1992.txt.53,"The commitment was welcomed by the great majority of the family of nations as  represented in the Movement of Non-Aligned Countries, the Organization of  African Unity, the Organization of the Islamic Conference and the League of  Arab States, all of which expressed solidarity with the fair Libyan position  from the very start of the crisis.",LBY,1992,security,1
LBY_47_1992.txt.54,LBY_47_1992.txt.54,In all of their decisions and final  statements issued in September 1992 those organizations were unanimous on the  following points.,LBY,1992,security,1
LBY_47_1992.txt.55,LBY_47_1992.txt.55,"First, praised Libya's cooperation in seeking a peaceful settlement of  the crisis within the context of Libya's national sovereignty, international  law, and the principles of the United Nations Charter that govern relations  between independent States.",LBY,1992,security,0
LBY_47_1992.txt.56,LBY_47_1992.txt.56,"Secondly, called on the parties concerned to respond positively to  Libya's initiatives calling for dialogue, negotiation, and non-escalation, in  order to reach a solution to the crisis under Chapter VI of the Charter of the  United Nations and under the auspices of the Secretary-General, in a manner  that would be conducive to ending the crisis and its repercussions peacefully,  fairly and quickly.",LBY,1992,security,0
LBY_47_1992.txt.57,LBY_47_1992.txt.57,"Thirdly, called upon the Security Council to lift the measures imposed on  Libya, which has expressed its commitment to resolution 731 (1992)  As part of its initiatives, Libya has recently called on the  Secretary-General of the United Nations to send an international committee to  verify that Libya has met all the requirements of Security Council resolution  731 (1992) related to terrorism.",LBY,1992,security,0
LBY_47_1992.txt.58,LBY_47_1992.txt.58,"Once again, the parties concerned prevented  the Secretary-General from responding to this proposal, and - at a time when  my country had expected the Council to lift or reduce the unjust sanctions in  the light of Libya's positive response to the requirements of resolution  731 (1992) concerning terrorism, which we unequivocally condemn, and its  complete willingness to provide a fair and unbiased trial for the suspects,  which has been agreed to sought to persuade the Security Council to adopt a  new resolution extending the sanctions for four more months.",LBY,1992,security,1
LBY_47_1992.txt.59,LBY_47_1992.txt.59,"My country still  calls for a peaceful settlement to this situation, a settlement that will   safeguard the rights of all, maintain the principles of international law, and  save the world from escalation and confrontation.",LBY,1992,security,0
LBY_47_1992.txt.60,LBY_47_1992.txt.60,"The unjust sanctions against my country have caused a great deal of human  and material harm, loss and suffering to the Libyan people.",LBY,1992,security,0
LBY_47_1992.txt.61,LBY_47_1992.txt.61,My country has  already detailed those losses and damages in official circulating documents of  the Security Council.,LBY,1992,security,0
LBY_47_1992.txt.62,LBY_47_1992.txt.62,"The embargo has affected numerous sectors, especially  in the fields of health and social services.",LBY,1992,security,1
LBY_47_1992.txt.63,LBY_47_1992.txt.63,"One example of this is the fact  that the delay in the arrival of medical supplies and instruments has led to  the deaths of a large number of children, and pregnant women who died in  labour.",LBY,1992,security,1
LBY_47_1992.txt.64,LBY_47_1992.txt.64,"It was also impossible to send abroad over 3,000 medical cases that  can not be treated locally, including cases of heart disease, kidney  transplants, bone-marrow transplants, neurosurgery, and burns.",LBY,1992,security,1
LBY_47_1992.txt.65,LBY_47_1992.txt.65,"One hundred  and fifty gravely ill patients, who could not be treated locally, died while  being transported overland to airports in Tunisia and Egypt.",LBY,1992,security,1
LBY_47_1992.txt.66,LBY_47_1992.txt.66,"In addition, the  overuse of land routes to and from the Jamahiriya resulted in an increase in  road accidents during the last four months of this year compared to the same  period in 1991.",LBY,1992,security,1
LBY_47_1992.txt.67,LBY_47_1992.txt.67,"The number of accidents rose from 2,401 in 1991 to 3,788 over  the past four months.",LBY,1992,security,0
LBY_47_1992.txt.68,LBY_47_1992.txt.68,"Deaths from these accidents rose from 389 to 528, an  increase of about 35 per cent.",LBY,1992,security,0
LBY_47_1992.txt.69,LBY_47_1992.txt.69,"As for economic losses resulting from the air embargo, they have amounted  to $2,157 million as a result of the fall in revenues generated by exports of  fruits and vegetables, in addition to a 44 per cent drop in non-oil exports.",LBY,1992,security,0
LBY_47_1992.txt.70,LBY_47_1992.txt.70,"The sanctions also resulted in the interruption of many industrial activities  due to the shortage in means of production and spare parts, not to mention  agriculture.",LBY,1992,security,0
LBY_47_1992.txt.71,LBY_47_1992.txt.71,"The losses in animal and agricultural production, for example.   are estimated at $1,062,803,000.00 as a result of the non-arrival of medicines  and sera necessary for protecting the livestock sector against animal  epidemics and communicable diseases.",LBY,1992,security,0
LBY_47_1992.txt.72,LBY_47_1992.txt.72,"Those who prompted the Security Council to impose these sanctions on our  small, peaceful population which has limited resources and has threatened no  one bear the political, legal, and moral responsibility for the deaths of  women, children, the aged, the handicapped, and the sick.",LBY,1992,security,0
LBY_47_1992.txt.73,LBY_47_1992.txt.73,"They also bear  responsibility for the decline in the standard of living, the slow pace of  development, the spread of epidemics, and the imprisonment of an entire people  inside its own borders.",LBY,1992,security,0
LBY_47_1992.txt.74,LBY_47_1992.txt.74,There is no doubt that all of this relates directly  to human rights.,LBY,1992,human,0
LBY_47_1992.txt.75,LBY_47_1992.txt.75,"History will bear witness to what is being perpetrated in  the name of the Security Council against a small, peaceful population.",LBY,1992,human,1
LBY_47_1992.txt.76,LBY_47_1992.txt.76,"Thus, my country would like from this rostrum to call upon the  international Organization and the international Security Council, out of  respect for the principles of justice, to lift these sanctions, which have  harmed the Libyan people and the peoples of neighboring States.",LBY,1992,human,0
LBY_47_1992.txt.77,LBY_47_1992.txt.77,It also  invites the concerned parties to engage in dialogue and to cooperate in order  to reach a solution to this dispute based on sovereignty and mutual respect in  accordance with international norms and laws.,LBY,1992,security,1
LBY_47_1992.txt.78,LBY_47_1992.txt.78,I must put before this international forum some facts that are no doubt  universally accepted.,LBY,1992,security,1
LBY_47_1992.txt.79,LBY_47_1992.txt.79,"The first fact is that all countries, large and small,  must respect the Charter of the United Nations and uphold international law if  the world is not to slip into a state of anarchy, which is in no one's  interest.",LBY,1992,security,0
LBY_47_1992.txt.80,LBY_47_1992.txt.80,The objective of the United Nations should be the protection of the  sovereignty of States and respect for their laws.,LBY,1992,security,0
LBY_47_1992.txt.81,LBY_47_1992.txt.81,"The second fact is that the   Security Council, the authority entrusted with maintaining international peace  and security, should not become a tool used by some world Powers as a cover  for their hegemonistic designs.",LBY,1992,security,0
LBY_47_1992.txt.82,LBY_47_1992.txt.82,The third fact is the need for an  international judicial organ entrusted with trying those who commit acts of  terrorism of any sort or source.,LBY,1992,security,0
LBY_47_1992.txt.83,LBY_47_1992.txt.83,"Hence, we welcome the call for the  establishment of an international criminal court to look into international  criminal cases.",LBY,1992,security,1
LBY_47_1992.txt.84,LBY_47_1992.txt.84,"The consolidation of security and cooperation in the Mediterranean region  is high on the agenda of the Libyan Arab Jamahiriya, for we believe that  security and peace in that region is vital, not only to the coastal States,  but also to the peace and security of the world.",LBY,1992,security,0
LBY_47_1992.txt.85,LBY_47_1992.txt.85,"Thus, my country remains  convinced that effective security in the region can be achieved only after the  causes of tension that beset the Mediterranean are removed and after the  foreign navies and military bases are withdrawn from it.",LBY,1992,security,0
LBY_47_1992.txt.86,LBY_47_1992.txt.86,"Moreover,  cooperation among its coastal States should be increased, coordinated and  intensified.",LBY,1992,security,1
LBY_47_1992.txt.87,LBY_47_1992.txt.87,"That is why my country would like to underscore the findings in  the final declaration of the Tenth Summit of the Non-Aligned Movement  Countries, which called for supporting the efforts aimed at transforming the  Mediterranean into a zone of peace, security and cooperation on the basis of  the principles of respect for the equality and sovereignty of States,  non-intervention in the internal affairs of others, and the non-use or threat  of force.",LBY,1992,security,0
LBY_47_1992.txt.88,LBY_47_1992.txt.88,My country has consistently affirmed that it supports disarmament because  it is aware of the terrible dangers that armaments pose to our planet.,LBY,1992,security,0
LBY_47_1992.txt.89,LBY_47_1992.txt.89,"In  this context, Libya submitted to the Assembly a proposal calling on the United  Nations General Assembly to look into the serious phenomena of concern to all  nations, such as international terrorism how to deal with its causes and how  to eradicate it; weapons of mass destruction, and offensive strategic weapons,  which constitute a terrifying danger for all, including those who own them.",LBY,1992,security,0
LBY_47_1992.txt.90,LBY_47_1992.txt.90,The proposal refers also to offering compensation to the peoples who were  colonized and subjected to repression and suppression by their colonizers.,LBY,1992,security,0
LBY_47_1992.txt.91,LBY_47_1992.txt.91,"Our proposal deals also with other important issues, such as the question of  refugees, exiles and the kidnapped, in addition to reviewing the Charter of  the United Nations.",LBY,1992,human,0
LBY_47_1992.txt.92,LBY_47_1992.txt.92,"It proposes studying various economic and social problems  and the ills that afflict humanity with a view to finding a solution for all  these problems and to realizing stability, prosperity and happiness for the  whole world.",LBY,1992,development,0
LBY_47_1992.txt.93,LBY_47_1992.txt.93,"In addition to this, it is important to solve certain political questions  which have been with the United Nations since its inception.",LBY,1992,development,1
LBY_47_1992.txt.94,LBY_47_1992.txt.94,All those  questions are contained in document A/46/840 of 9 January 1992.,LBY,1992,development,1
LBY_47_1992.txt.95,LBY_47_1992.txt.95,"Once again, my country renews its call for disarmament through the  elimination of all weapons of mass destruction of all countries which possess,  produce or stockpile them, without exception or discrimination.",LBY,1992,security,0
LBY_47_1992.txt.96,LBY_47_1992.txt.96,"My country,  as party to the nuclear non-proliferation Treaty and to the Treaty on the  prohibition of bacteriological weapons and the Geneva Protocol, supports all  efforts aimed at curbing the arms race and at eliminating nuclear weapons.",LBY,1992,security,0
LBY_47_1992.txt.97,LBY_47_1992.txt.97,That is why we welcome the recent agreement between the United States of  America and the Russian Federation further to reduce their nuclear weapons.,LBY,1992,security,0
LBY_47_1992.txt.98,LBY_47_1992.txt.98,My country also welcomes France's accession to the non-proliferation Treaty.,LBY,1992,security,0
LBY_47_1992.txt.99,LBY_47_1992.txt.99,"To further expand this tendency, my country supports the establishment of  zones that are free of all nuclear, chemical and bacteriological weapons,  including Africa and the Middle East.",LBY,1992,security,0
LBY_47_1992.txt.100,LBY_47_1992.txt.100,It also supports the proposal of the  Arab Republic of Egypt which calls for declaring the Middle East an area free  of weapons of mass destruction.,LBY,1992,security,0
LBY_47_1992.txt.101,LBY_47_1992.txt.101,"This objective, however, is obstructed by  persistent difficulties resulting from Israel's continued production,  possession and stockpiling of weapons of mass destruction as well as its  testing of these weapons and its refusal to heed repeated international  appeals to submit its nuclear facilities to the safeguards regime of the  International Atomic Energy Agency.",LBY,1992,security,0
LBY_47_1992.txt.102,LBY_47_1992.txt.102,"In this present era of change one concrete fact emerges, namely that the  international community has not shown the same concern over questions of  economic development as it did in regard to other questions such as those of  political crises.",LBY,1992,security,1
LBY_47_1992.txt.103,LBY_47_1992.txt.103,"Economic problems, which are a significant factor in the  obstruction of development and growth, are still with us.",LBY,1992,development,0
LBY_47_1992.txt.104,LBY_47_1992.txt.104,"This does not seem  logical, especially at a time when the world looks forward to a new era of  security and stability.",LBY,1992,security,0
LBY_47_1992.txt.105,LBY_47_1992.txt.105,"If this new era is to materialize, appropriate  measures should be taken to solve the intractable economic problems of the  developing countries in particular.",LBY,1992,development,0
LBY_47_1992.txt.106,LBY_47_1992.txt.106,"These include the problems arising from  protectionism, lack of transfer of technology, reverse flows of resources,  external debts and low commodity prices.",LBY,1992,development,0
LBY_47_1992.txt.107,LBY_47_1992.txt.107,"Furthermore, the imposition of  arbitrary measures and sanctions, such as economic embargoes, trade  restrictions and the freezing of funds and assets by certain developed  countries against a number of developing countries, must be halted.",LBY,1992,development,0
LBY_47_1992.txt.108,LBY_47_1992.txt.108,"In   addition, it is very important for the international community to honour its  commitments vis-a-vis certain programmes, such as the United Nations New  Agenda for the Development of Africa in the 1990s.",LBY,1992,development,0
LBY_47_1992.txt.109,LBY_47_1992.txt.109,"Africa expects a great  deal from this programme which is supposed to bolster development efforts  started on the continent at the regional level by establishing the African  economic community, and at the subregional level in the form of groupings such  as the Arab Maghreb Union, to which my country is honoured to belong.",LBY,1992,development,0
LBY_47_1992.txt.110,LBY_47_1992.txt.110,This  union aims at intensifying cooperation among its member countries and with the  rest of the continent.,LBY,1992,development,1
LBY_47_1992.txt.111,LBY_47_1992.txt.111,"It also seeks to enter into wider cooperation with  other countries of the world, especially the European Mediterranean countries,  and to enhance cooperation between the countries of the South and the North.",LBY,1992,development,1
LBY_47_1992.txt.112,LBY_47_1992.txt.112,The results of the Summit on environment and development which was held  in the middle of this year are a great achievement that bespeaks the  international community's determination to protect the world's natural  resources.,LBY,1992,development,0
LBY_47_1992.txt.113,LBY_47_1992.txt.113,The commitment of the world to preserve the environment was  evident in the agreements on climatic change and biological diversity that  were reached at that Conference.,LBY,1992,development,0
LBY_47_1992.txt.114,LBY_47_1992.txt.114,The important thing now is to cooperate  internationally and effectively in implementing the conclusions and  recommendations of the Earth Summit.,LBY,1992,development,0
LBY_47_1992.txt.115,LBY_47_1992.txt.115,"In this respect, my country welcomes the  decision of the Summit concerning the setting up of a standing developmental  committee and hopes that this committee will become a forum for implementing  the decisions of Agenda 21 which are aimed at preserving the environment while  pursuing development.",LBY,1992,development,0
LBY_47_1992.txt.116,LBY_47_1992.txt.116,Conservation of the environment requires both international cooperation  and national efforts.,LBY,1992,development,0
LBY_47_1992.txt.117,LBY_47_1992.txt.117,My country participated in the Rio de Janeiro  Conference and signed its conventions and agreements.,LBY,1992,development,1
LBY_47_1992.txt.118,LBY_47_1992.txt.118,At the national level    my country accords top priority to questions of development.,LBY,1992,development,0
LBY_47_1992.txt.119,LBY_47_1992.txt.119,"Accordingly, my  country has begun to combat drought and desertification through the great  man-made river project which will carry millions of cubic metres of water from  the southern part of Libya to the arable land in the coastal area where the  greatest part of our population lives.",LBY,1992,development,0
LBY_47_1992.txt.120,LBY_47_1992.txt.120,Our national plans aim at the  reclamation of thousands of hectares of land for both agriculture and human  settlement.,LBY,1992,development,0
LBY_47_1992.txt.121,LBY_47_1992.txt.121,"Despite all this, my country still suffers from a severe shortage  of water which is necessary for its economic development plans.",LBY,1992,development,0
LBY_47_1992.txt.122,LBY_47_1992.txt.122,"This shortage  not only threatens my country, but will imperil the continuation of life in  North Africa and the Middle East unless it is dealt with through international  cooperation.",LBY,1992,development,0
LBY_47_1992.txt.123,LBY_47_1992.txt.123,"I must state here that our aspirations after development face certain  difficulties which my country has raised in several regional and international  forums, including the General Assembly.",LBY,1992,development,0
LBY_47_1992.txt.124,LBY_47_1992.txt.124,The Secretary-General himself spoke  about those difficulties in his report.,LBY,1992,development,1
LBY_47_1992.txt.125,LBY_47_1992.txt.125,An Agenda for Peace.,LBY,1992,security,0
LBY_47_1992.txt.126,LBY_47_1992.txt.126,I am here  referring to mines and the remnants of war.,LBY,1992,security,0
LBY_47_1992.txt.127,LBY_47_1992.txt.127,"During the Second World War,  Libyan territory was used as one of the main theatres for military  operations.",LBY,1992,security,0
LBY_47_1992.txt.128,LBY_47_1992.txt.128,Our people have paid an exorbitant material and human price for a  war in which our country had no stake.,LBY,1992,security,0
LBY_47_1992.txt.129,LBY_47_1992.txt.129,"Since the end of that war, the Libyan  people have continued to suffer from the remnants of the war and the mines and  explosives planted by the warring armies in its territory.",LBY,1992,security,0
LBY_47_1992.txt.130,LBY_47_1992.txt.130,"Many regional and international organizations, including the General  Assembly, have adopted resolutions calling upon the countries responsible to  submit the required information and technical assistance needed for the  removal of those mines and remnants, and to pay compensation for the damage  caused by them.",LBY,1992,security,0
LBY_47_1992.txt.131,LBY_47_1992.txt.131,"Today, we reiterate our call to those countries to act in a responsible  manner, to respond positively to the appeals of the international community  and to implement the provisions of General Assembly resolutions relating to  the remnants of war.",LBY,1992,security,0
LBY_47_1992.txt.132,LBY_47_1992.txt.132,"The environment in my country is also threatened by the harmful effects  of pollution in the Mediterranean, caused by the wastes poured into its water  by foreign navies stationed in the area, the over-consumption and  over-production of the developed Mediterranean countries and the dumping of  hundreds of tons of pesticides and combustibles in its waters.",LBY,1992,development,0
LBY_47_1992.txt.133,LBY_47_1992.txt.133,This has  caused an environmental imbalance that is being further aggravated by the  exploitation of the Mediterranean by countries from outside the region.,LBY,1992,development,0
LBY_47_1992.txt.134,LBY_47_1992.txt.134,Human rights issues are the focus of the international community's  attention and are at the top of its scale of priorities.,LBY,1992,human,0
LBY_47_1992.txt.135,LBY_47_1992.txt.135,"While appreciating  the role of the United Nations in ensuring the exercise of human rights and  basic freedoms, we must state that those rights are not scrupulously respected  in a number of regions.",LBY,1992,human,0
LBY_47_1992.txt.136,LBY_47_1992.txt.136,"In addition, the double standards and the selectivity  that mar the conduct of certain countries in the area of protecting human  rights have prevented the United Nations, and especially the Commission on  Human Rights, from effectively performing their role in this area.",LBY,1992,human,0
LBY_47_1992.txt.137,LBY_47_1992.txt.137,"We hope  that the World Conference on Human Rights, to be held in Vienna in mid-1993,  will afford us opportunities to deliberate on all these questions and will  adopt practical measures to deal with them and identify the ways and means  whereby human rights may be protected and defended against violations.",LBY,1992,human,0
LBY_47_1992.txt.138,LBY_47_1992.txt.138,*  My country attaches great importance to human rights and to the dignity  and welfare of man.,LBY,1992,human,0
LBY_47_1992.txt.139,LBY_47_1992.txt.139,"This was reaffirmed in the great green document on human  rights, which includes numerous basic principles for the promotion of human  rights.",LBY,1992,human,0
LBY_47_1992.txt.140,LBY_47_1992.txt.140,"This has been crowned by effective and legal procedures, such as the  law on enhancing freedoms, which was promulgated in 1991, the establishment of  a national human rights commission and an international committee for the  Qaddafi human rights award.",LBY,1992,human,0
LBY_47_1992.txt.141,LBY_47_1992.txt.141,"Furthermore, Libya has acceded to most  international agreements and instruments relating to human rights and measures  are being taken to meet our commitments arising from accession to these  agreements and instruments.",LBY,1992,human,0
LBY_47_1992.txt.142,LBY_47_1992.txt.142,One of the items on the international agenda is the setting up of a new  world order.,LBY,1992,security,1
LBY_47_1992.txt.143,LBY_47_1992.txt.143,"There is no doubt that such a world order will not function  properly and effectively unless we overcome and rectify certain shortcomings  of the United Nations, since the Organization will be the world body that will  play a fundamental role in the management and coordination of that new world  order.",LBY,1992,security,1
LBY_47_1992.txt.144,LBY_47_1992.txt.144,"Thus, the most urgent task now is to reinvigorate the United Nations,  restructure and democratize it.",LBY,1992,democracy,0
LBY_47_1992.txt.145,LBY_47_1992.txt.145,"My country welcomes the efforts being made at  present to reform the Organization and enhance its effectiveness, including  the encouraging initiatives of the Secretary-General.",LBY,1992,un,0
LBY_47_1992.txt.146,LBY_47_1992.txt.146,"However, a great deal remains to be done in this respect, such as  ensuring full respect for the Charter, and consistent adherence to its  provisions, without selectivity and without any breach of its principles.",LBY,1992,un,1
LBY_47_1992.txt.147,LBY_47_1992.txt.147,We  must also ensure that the Organization is not dominated by any one and that  its resolutions are respected and implemented non-selectively.,LBY,1992,un,1
LBY_47_1992.txt.148,LBY_47_1992.txt.148,"Furthermore,  the role of the General Assembly should be strengthened in a manner that would  ensure the effective and full implementation of all its resolutions, as those  resolutions are the true expression of the sum-total of the positions of all  the Member States.",LBY,1992,un,0
LBY_47_1992.txt.149,LBY_47_1992.txt.149,"Also, the current composition of the Security Council  should be reviewed and expanded in order for it to reflect the increase in  membership of the United Nations.",LBY,1992,un,0
LBY_47_1992.txt.150,LBY_47_1992.txt.150,It is also highly important to review some  of the provisions of the Charter.,LBY,1992,un,1
LBY_47_1992.txt.151,LBY_47_1992.txt.151,We would like specifically to focus  attention on the veto right in the Security Council.,LBY,1992,un,0
LBY_47_1992.txt.152,LBY_47_1992.txt.152,"My country was the first  to call for the abolition of that privilege, because it is one of the main  impediments to the most important role for which the United Nations was  established, namely, the maintenance of international peace and security.",LBY,1992,security,0
LBY_47_1992.txt.153,LBY_47_1992.txt.153,We   have lately felt satisfaction at the expansion of this call.,LBY,1992,un,1
LBY_47_1992.txt.154,LBY_47_1992.txt.154,"Many countries,  including some current members of the Security Council, have voiced similar  views, and have come to share our conviction that a system of collective  security that continues to be subject to a veto by some countries can never be  depended on to maintain peace and security.",LBY,1992,security,0
LBY_47_1992.txt.155,LBY_47_1992.txt.155,"In a few years time, we will celebrate the fiftieth anniversary of the  United Nations.",LBY,1992,un,0
LBY_47_1992.txt.156,LBY_47_1992.txt.156,"Over the past four decades, the Organization has performed a  remarkable role in decolonization and has worked tirelessly for the  consolidation of international peace and security.",LBY,1992,un,0
LBY_47_1992.txt.157,LBY_47_1992.txt.157,It has taken many  initiatives towards the achievement of economic development and social  well-being.,LBY,1992,development,0
LBY_47_1992.txt.158,LBY_47_1992.txt.158,"Hence, my country's welcome for the call to convene an  International Conference on Human Rights in 1993 and an International  Conference on Population in 1994, as both conferences will afford an  opportunity for the re-assessment of international programmes of assistance to  developing countries, with a view to achieving an optimum balance between  population growth and development resources.",LBY,1992,development,1
LBY_47_1992.txt.159,LBY_47_1992.txt.159,"My country welcomes also the call for convening an International  Conference on Women in 1995, and attaches great importance to the World Summit  for Social Development, because it will give political impetus to national,  regional and international efforts and activities aimed at meeting the social  needs of many developing countries.",LBY,1992,development,0
LBY_47_1992.txt.160,LBY_47_1992.txt.160,"As all those world conferences will take place under circumstances of  international change and transformation, my country looks forward to their  results and hopes that they will lead to the laying of solid foundations and  the formulation of clear-cut approaches that would lead to international   efforts aimed at the strengthening of peace, security and stability for all as  well as the creation of opportunities for the progress of all mankind.",LBY,1992,security,0
LBY_47_1992.txt.161,LBY_47_1992.txt.161,"In these critical times and in the context of this unstable international  situation, the small countries of the world look towards the United Nations  with all their hopes for a brave new world of peace, security, justice and  equality for all that would be built by the hands of all nations alike, large  and small, wealthy and poor; a brave world in which the values of freedom,  democracy and human rights are upheld and which will be free of violence,  injustice and dictatorship; a world of love and brotherhood, where God's light  shines above the whole Earth the one God, who is Lord of the universe.",LBY,1992,security,1
LBY_47_1992.txt.162,LBY_47_1992.txt.162,We  sincerely hope that the United Nations will rise to the great challenges that  face it.,LBY,1992,greeting,0
LBY_47_1992.txt.163,LBY_47_1992.txt.163,"The President of the Assembly can count on my country's cooperation  in every endeavour that will promote, enhance and realize these principles and  objectives I have spoken of.",LBY,1992,greeting,0
LBY_47_1992.txt.164,LBY_47_1992.txt.164,"With peace and love from the small, peaceful  Libyan people to all your peace-loving peoples.",LBY,1992,greeting,0
UKR_48_1993.txt.1,UKR_48_1993.txt.1,"In joining my colleagues in congratulating you, Sir, on your election to the high and responsible office of President of the General Assembly, I should like to point out that it is a great honour for a politician and diplomat to guide the work of this universal forum representing practically all the States of the world.",UKR,1993,greeting,0
UKR_48_1993.txt.2,UKR_48_1993.txt.2,"I hope that your activities in this important position will promote substantive discussions at this session and the adoption of constructive decisions, and that the work of the forty-eighth session will become a memorable page in your biography.",UKR,1993,greeting,0
UKR_48_1993.txt.3,UKR_48_1993.txt.3,"At the same time, I should like to thank Mr. Ganev, President of the previous session of the General Assembly, for his contribution to the Assembly's work.",UKR,1993,greeting,0
UKR_48_1993.txt.4,UKR_48_1993.txt.4,"Soon we shall commemorate the fiftieth anniversary of the Teheran Conference, whose decisions laid down the foundations of the United Nations.",UKR,1993,un,0
UKR_48_1993.txt.5,UKR_48_1993.txt.5,"It was 50 years ago that the participants in that Conference, while discussing the issue of creating an international organization, expressed confidence that the accord among them would ensure lasting peace, and declared the lofty responsibility of all the United Nations in safeguarding peace for succeeding generations.",UKR,1993,un,0
UKR_48_1993.txt.6,UKR_48_1993.txt.6,"As long ago as 1918, an outstanding Ukrainian politician and writer, Mikhail Hrushevskiy, stated that ""Properly creating history is more important than depicting it positively"".",UKR,1993,un,1
UKR_48_1993.txt.7,UKR_48_1993.txt.7,"We are proud of the fact that Ukraine took an active part in laying down the foundation of the Organization and that today, along with other members of the international community, it is making a worthy contribution to attaining the noble goals of the United Nations.",UKR,1993,un,1
UKR_48_1993.txt.8,UKR_48_1993.txt.8,"To our mind, the major result of nearly 50 years of the Organization's existence is the fact that world war has been averted.",UKR,1993,un,1
UKR_48_1993.txt.9,UKR_48_1993.txt.9,"This is to the credit of the United Nations, a universal forum of States, a unique Organization without which it is impossible to imagine present-day international relations.",UKR,1993,un,0
UKR_48_1993.txt.10,UKR_48_1993.txt.10,"Today, when the new dominant feature of international relations is the transition from bipolarity to a qualitatively different world order based on comprehensive security and a balance of interests, the world is witnessing the second birth of the United Nations.",UKR,1993,security,0
UKR_48_1993.txt.11,UKR_48_1993.txt.11,"For Ukraine, it is of special significance that the United Nations renaissance coincides with the building of our independence, our regained statehood and the revival of Ukraine as a sovereign participant in European and world politics.",UKR,1993,security,1
UKR_48_1993.txt.12,UKR_48_1993.txt.12,"For Ukraine, which today is trying to find its place in the world balance of power, its United Nations membership is one of the most important international guarantees of its national security and independence.",UKR,1993,security,0
UKR_48_1993.txt.13,UKR_48_1993.txt.13,"After the disintegration of the USSR and the disappearance of the Warsaw Treaty Organization, our country is compelled to exist next to a zone of decreased stability and of alienation and even tension, irrespective of who is the initiator and what is the subject of discord.",UKR,1993,security,0
UKR_48_1993.txt.14,UKR_48_1993.txt.14,Ukraine finds itself in the epicentre of almost all European developments: every crisis emerging on the continent may affect us in one way or another.,UKR,1993,security,0
UKR_48_1993.txt.15,UKR_48_1993.txt.15,"6 General Assembly - Forty-eighth session These factors led to the initiative by Mr. Leonid Kravchuk, the President of Ukraine, concerning the creation in the Central and East European region of a space of stability and security which would include all countries in the Baltic and Black Sea zone and that would become, in the future, an integral part of the European system of security.",UKR,1993,security,0
UKR_48_1993.txt.16,UKR_48_1993.txt.16,"At the same time, this Central and East European space of stability and security would be a reliable link for developing a broad-based transatlantic system of security taking in the area from Vancouver to Vladivostok, that is, the whole region covered by the Conference on Security and Cooperation in Europe (CSCE).",UKR,1993,security,0
UKR_48_1993.txt.17,UKR_48_1993.txt.17,Implementation of this idea would be a worthy contribution to preventive diplomacy.,UKR,1993,security,0
UKR_48_1993.txt.18,UKR_48_1993.txt.18,"The basic prerequisite for the creation of such a space might be the implementation of the principle of security for oneself through security for all, the main goal of which would be the development of a system of international relations in the region that would rule out threats to peace and stability such as those emanating from the present conflicts on the territories of the former Yugoslavia and USSR.",UKR,1993,security,0
UKR_48_1993.txt.19,UKR_48_1993.txt.19,Ukraine is capable of playing a constructive role in the formation of such a system.,UKR,1993,security,1
UKR_48_1993.txt.20,UKR_48_1993.txt.20,"As a State which is situated in the centre of the European continent and possesses vast human resources and scientific potential and a strong industrial and agricultural complex, Ukraine is ready to contribute more to the formation of a new, prosperous Europe.",UKR,1993,security,1
UKR_48_1993.txt.21,UKR_48_1993.txt.21,"In accordance with the principles of a new Europe, we aspire to build a democratic State of law that is economically strong, politically active, peaceful and, in the future, non-nuclear along with others, in which individual rights are respected and guaranteed regardless of nationality or other distinctions.",UKR,1993,democracy,1
UKR_48_1993.txt.22,UKR_48_1993.txt.22,"In this context, I should like to dwell on the problem of nuclear weapons on the territory of Ukraine.",UKR,1993,security,0
UKR_48_1993.txt.23,UKR_48_1993.txt.23,"As is well known, we inherited from the former USSR a huge nuclear arsenal, the third largest in the world in terms of its combat potential.",UKR,1993,security,0
UKR_48_1993.txt.24,UKR_48_1993.txt.24,The declaration on the State sovereignty of Ukraine proclaimed the intention of our State to become non-nuclear in the future.,UKR,1993,security,0
UKR_48_1993.txt.25,UKR_48_1993.txt.25,And this is not a mere declaration.,UKR,1993,security,1
